lugar,precio,titulo,vendidos
Esmeraldas,300,Huawei,15
Pichincha(Quito),339,Xiaomi,38
No especifica,280,iPhone,83
Manabí,399,Samsung,12
No especifica,300,Otro,28
Pichincha(Quito),800,Huawei,10
No especifica,340,Xiaomi,14
Pichincha(Quito),305,Samsung,15
No especifica,534.99,iPhone,0
No especifica,775,Samsung,0
Pichincha(Quito),118,Samsung,291
Imbabura,149.99,Samsung,3
Pichincha(Quito),420,Samsung,96
Tungurahua,225,Xiaomi,4
No especifica,209.99,Otro,101
Pichincha(Quito),115,Samsung,266
No especifica,219.99,Xiaomi,19
Guayas,319.99,Huawei,12
ElOro,295,Otro,3
Pichincha(Quito),448,Otro,13
Guayas,488,Sony Xperia,193
Pichincha(Quito),300,Motorola,12
ElOro,190,Samsung,19
No especifica,220,Samsung,0
Pichincha(Quito),590,Otro,8
Pichincha(Quito),410,Sony Xperia,8
Esmeraldas,300,Huawei,15
Manabí,234,Xiaomi,23
No especifica,269,Otro,30
Pichincha(Quito),585,Huawei,6
Pichincha(Quito),720,Otro,10
Guayas,198,Motorola,6
Pichincha(Quito),144,Samsung,165
Pichincha(Quito),320,Samsung,20
No especifica,140,Huawei,0
Manabí,198,Motorola,4
Guayas,179,Xiaomi,6
Guayas,299,Samsung,18
Guayas,155,Sony Xperia,69
Guayas,294.99,Samsung,63
Loja,243,Xiaomi,10
Manabí,340,iPhone,7
 Pichincha ( Quito ) ,235,Otro,1
Pichincha(Quito),124.99,Xiaomi,25
Pichincha(Quito),250,Sony Xperia,529
Guayas,660,Samsung,143
Guayas,239,iPhone,12
No especifica,420,Samsung,0
No especifica,215,Xiaomi,0
No especifica,398,Samsung,0
Pichincha(Quito),220,Samsung,18
Pichincha(Quito),585,Huawei,3
No especifica,160,Huawei,0
Manabí,515,Samsung,8
No especifica,800,iPhone,28
Pichincha(Quito),129,Xiaomi,19
No especifica,375,iPhone,0
Tungurahua,285,Huawei,11
Pichincha(Quito),550,Otro,4
Pichincha(Quito),330,Huawei,194
Pichincha(Quito),209,Samsung,353
Guayas,126,Xiaomi,16
Loja,352,Xiaomi,10
ElOro,295,Otro,3
Pichincha(Quito),375,Xiaomi,6
Guayas,223,Xiaomi,18
Guayas,144,Samsung,28
No especifica,800,Otro,6
No especifica,580,Otro,6
Pichincha(Quito),115,Otro,14
Pichincha(Quito),515,Samsung,4
Manabí,185,Otro,193
No especifica,440,Otro,13
Pichincha(Quito),360,Otro,12
Pichincha(Quito),365,Samsung,3
Pichincha(Quito),210,Xiaomi,3
No especifica,700,Otro,2
Guayas,188,Xiaomi,6
Pichincha(Quito),399,Otro,3
Pichincha(Quito),219.99,Xiaomi,4
No especifica,160,Otro,0
No especifica,400,Otro,3
Pichincha(Quito),499.99,iPhone,13
No especifica,198,Motorola,0
Guayas,655,Huawei,9
Pichincha(Quito),310,Huawei,15
Guayas,379,Xiaomi,13
Pichincha(Quito),699,Samsung,13
Guayas,299,Samsung,35
No especifica,263,Huawei,0
No especifica,450,iPhone,0
Guayas,219,Xiaomi,17
Guayas,270,Otro,19
No especifica,129,Samsung,68
Guayas,220,Xiaomi,10
Pichincha(Quito),154.99,Samsung,7
No especifica,350,iPhone,3
Pichincha(Quito),890,iPhone,3
Guayas,245,Xiaomi,6
No especifica,650,iPhone,0
No especifica,350,iPhone,0
Pichincha(Quito),222,Samsung,428
Pichincha(Quito),299.99,Huawei,63
No especifica,294.99,Samsung,240
No especifica,340,Xiaomi,41
Guayas,379.99,iPhone,77
Carchi,620,iPhone,24
Pichincha(Quito),234,Xiaomi,161
No especifica,660,Samsung,0
No especifica,319,Huawei,0
No especifica,310,Samsung,0
No especifica,154.99,Samsung,0
No especifica,175,Samsung,0
Pichincha(Quito),185,Samsung,2
Pichincha(Quito),430,iPhone,14
No especifica,320,iPhone,0
Pichincha(Quito),899.99,Huawei,12
Pichincha(Quito),830,Otro,6
Pichincha(Quito),490,Xiaomi,9
ElOro,240,Xiaomi,19
No especifica,920,iPhone,0
No especifica,329.99,iPhone,0
No especifica,169.99,Huawei,90
Pichincha(Quito),870,Samsung,7
Manabí,195,Samsung,7
Pichincha(Quito),280,Xiaomi,95
Guayas,888,iPhone,7
Pichincha(Quito),238,Samsung,8
Pichincha(Quito),339,Xiaomi,25
Pichincha(Quito),180,Samsung,122
Pichincha(Quito),430,Xiaomi,9
Tungurahua,285,Huawei,11
Pichincha(Quito),499,Samsung,7
Pichincha(Quito),499,Samsung,26
No especifica,198,Motorola,0
 Guayas ,888,iPhone,1
Pichincha(Quito),234,Xiaomi,51
ElOro,420,Xiaomi,19
Pichincha(Quito),249.99,Sony Xperia,25
Guayas,109,Huawei,42
No especifica,198,Motorola,0
Guayas,144,Samsung,40
No especifica,675,iPhone,10
Manabí,299,Samsung,22
No especifica,270,iPhone,45
Pichincha(Quito),155,Samsung,14
Guayas,340,Sony Xperia,6
Guayas,320,Sony Xperia,6
Pichincha(Quito),499,Xiaomi,26
Guayas,450,iPhone,102
Guayas,580,Xiaomi,2
Manabí,289,Xiaomi,7
Pichincha(Quito),220,Huawei,7
No especifica,480,iPhone,8
Pichincha(Quito),399,Sony Xperia,11
No especifica,649,Samsung,9
Azuay,254.99,Otro,8
No especifica,269,iPhone,0
Guayas,229.99,Samsung,18
Pichincha(Quito),550,Otro,13
Pichincha(Quito),640,Samsung,11
Pichincha(Quito),250,Huawei,5
Guayas,279.99,Samsung,7
Guayas,249.99,Sony Xperia,186
Pichincha(Quito),450,Samsung,31
Guayas,980,Samsung,12
Pichincha(Quito),144,Xiaomi,17
Pichincha(Quito),680,Huawei,4
No especifica,725,Huawei,177
ElOro,750,Otro,5
Pichincha(Quito),488,Sony Xperia,8
Pichincha(Quito),730.75,Samsung,2
Pichincha(Quito),299.99,Samsung,4
Pichincha(Quito),419.99,iPhone,5
Pichincha(Quito),115,Xiaomi,3
Pichincha(Quito),260,Xiaomi,3
Pichincha(Quito),179,Xiaomi,13
No especifica,154.99,Samsung,20
Pichincha(Quito),150,Samsung,40
Pichincha(Quito),227.77,Samsung,24
No especifica,229,Huawei,0
No especifica,320,iPhone,0
No especifica,735,Samsung,0
ElOro,190,Samsung,19
Pichincha(Quito),240,Samsung,18
Guayas,424.99,Samsung,184
No especifica,200,Sony Xperia,130
Guayas,179,Xiaomi,30
Pichincha(Quito),289,Samsung,34
Guayas,144,Samsung,33
Guayas,126,Xiaomi,51
Manabí,448,Otro,146
Imbabura,285,Xiaomi,4
Guayas,900,Samsung,2
Guayas,155,Sony Xperia,9
Pichincha(Quito),144,Samsung,20
Manabí,144,Samsung,14
Guayas,619,Samsung,10
Pichincha(Quito),249.95,Xiaomi,2065
Pichincha(Quito),330,Samsung,1070
Pichincha(Quito),339,Xiaomi,305
No especifica,319,Huawei,274
Pichincha(Quito),112,Xiaomi,2011
No especifica,750,iPhone,3
No especifica,120,Samsung,0
Guayas,142,Xiaomi,10
Tungurahua,280,Samsung,12
Pichincha(Quito),179,Xiaomi,9
Guayas,280,Xiaomi,7
Pichincha(Quito),470,Samsung,10
Guayas,370,iPhone,8
Guayas,195,Xiaomi,17
Guayas,375,Xiaomi,6
Guayas,174,Xiaomi,241
No especifica,540,Samsung,0
No especifica,680,Xiaomi,5
ElOro,200,Huawei,7
Guayas,800,Huawei,2
Esmeraldas,280,Samsung,5
Pichincha(Quito),255,Samsung,3
Manabí,144,Samsung,4
Guayas,255,Xiaomi,31
Pichincha(Quito),106,Huawei,33
Manabí,255,Xiaomi,9
Manabí,435,Otro,9
Pichincha(Quito),480,Sony Xperia,13
Pichincha(Quito),869.99,Samsung,3
Guayas,340,iPhone,12
No especifica,270,Huawei,66
Pichincha(Quito),299,Samsung,39
Guayas,600,iPhone,65
No especifica,350,Samsung,50
Pichincha(Quito),375,Otro,13
Imbabura,760,Otro,3
Guayas,234,Xiaomi,3
Pichincha(Quito),425,Motorola,5
No especifica,520,Samsung,10
Guayas,699,Samsung,9
Pichincha(Quito),142,Xiaomi,18
Guayas,259.99,Xiaomi,10
No especifica,800,iPhone,3
Guayas,869.99,iPhone,28
Esmeraldas,300,Huawei,15
Guayas,788,iPhone,4
Pichincha(Quito),619,Samsung,12
Guayas,225,Xiaomi,19
Loja,745,Otro,11
Pichincha(Quito),388,Samsung,44
Pichincha(Quito),249,Motorola,8
Guayas,729,iPhone,4
Pichincha(Quito),335,Samsung,2
Pichincha(Quito),499.99,Otro,3
Pichincha(Quito),499,Xiaomi,3
Pichincha(Quito),210,Motorola,39
Pichincha(Quito),395,Otro,5
Manabí,259,Samsung,3
Azuay,259,Huawei,9
No especifica,619.99,Samsung,176
No especifica,389.99,Samsung,30
Pichincha(Quito),169,Xiaomi,115
No especifica,980,Samsung,22
Pichincha(Quito),175,Samsung,9
Pichincha(Quito),124.99,Xiaomi,13
Pichincha(Quito),399,Sony Xperia,36
Pichincha(Quito),203,Huawei,6
Pichincha(Quito),629.99,iPhone,6
No especifica,684.99,iPhone,3
ElOro,200,Huawei,7
Pichincha(Quito),630,Samsung,3
Guayas,740,Otro,2
Pichincha(Quito),185,Samsung,11
No especifica,245,Otro,45
ElOro,690,Samsung,8
Pichincha(Quito),579,Samsung,3
No especifica,580,Otro,5
Pichincha(Quito),150,Otro,7
Manabí,499,Samsung,3
Pichincha(Quito),219,Samsung,9
Esmeraldas,300,Huawei,15
Guayas,370,iPhone,7
Manabí,245,Samsung,22
Pichincha(Quito),320,Sony Xperia,8
Pichincha(Quito),179.99,Motorola,114
Guayas,448,Otro,8
Guayas,185,Otro,192
Guayas,930,Huawei,16
Pichincha(Quito),250,Otro,6
Guayas,106,Huawei,24
Pichincha(Quito),185,Xiaomi,7
Guayas,209,Samsung,7
Pichincha(Quito),499,Xiaomi,8
ElOro,780,Otro,4
Esmeraldas,280,Samsung,5
Pichincha(Quito),480,Samsung,41
Guayas,199,Xiaomi,4
No especifica,399,Otro,6
Manabí,234,Xiaomi,10
Guayas,730,Huawei,23
Manabí,255,Xiaomi,3
Guayas,225,Xiaomi,10
Pichincha(Quito),129,Otro,4
Manabí,249,Samsung,6
Guayas,299,iPhone,4
Azuay,939.99,Otro,6
Pichincha(Quito),500,Xiaomi,6
Guayas,112,Xiaomi,16
Guayas,599,Huawei,25
Pichincha(Quito),214.99,Huawei,4
ElOro,110,Samsung,12
Guayas,649.99,Samsung,7
Pichincha(Quito),185,Otro,138
Pichincha(Quito),144.99,Samsung,5
Manabí,729,iPhone,3
Pichincha(Quito),729,iPhone,2
No especifica,450,iPhone,0
Pichincha(Quito),270,Huawei,10
Guayas,580,Otro,6
No especifica,550,Samsung,24
No especifica,254.99,Samsung,139
Pichincha(Quito),640,Sony Xperia,8
No especifica,780,Otro,3
Pichincha(Quito),142,Samsung,26
Manabí,388,Samsung,5
Guayas,499,Samsung,5
ElOro,200,Huawei,7
Pichincha(Quito),610,Otro,4
Guayas,574,Huawei,4
No especifica,359.99,Otro,3
No especifica,540,Huawei,12
Guayas,142,Samsung,31
Guayas,185,Otro,5
No especifica,339,iPhone,33
Pichincha(Quito),200,Huawei,3
Pichincha(Quito),640,Huawei,4
Manabí,655,Huawei,2
Pichincha(Quito),259,Samsung,23
Pichincha(Quito),740,Otro,8
ElOro,720,Huawei,3
 Pichincha ( Quito ) ,995,Otro,1
Pichincha(Quito),560,Otro,2
No especifica,230,Huawei,132
Pichincha(Quito),245,Samsung,8
No especifica,289,Sony Xperia,88
Loja,240,Xiaomi,5
Pichincha(Quito),550,Huawei,5
Pichincha(Quito),580,Otro,7
No especifica,310,iPhone,28
Guayas,219,Samsung,10
No especifica,260,Huawei,0
No especifica,450,Otro,80
Pichincha(Quito),255,Xiaomi,22
Pichincha(Quito),126,Xiaomi,31
Pichincha(Quito),250,Otro,7
Guayas,244,Samsung,10
Guayas,415,Samsung,3
Pichincha(Quito),509.99,iPhone,10
No especifica,270,Huawei,14
Guayas,109,Samsung,8
Pichincha(Quito),375,Sony Xperia,53
Manabí,142,Xiaomi,34
Pichincha(Quito),315,Sony Xperia,30
Guayas,199,Xiaomi,12
Manabí,223,Xiaomi,5
Pichincha(Quito),975,Otro,9
No especifica,149,iPhone,0
Pichincha(Quito),400,iPhone,31
No especifica,340,iPhone,10
Pichincha(Quito),430,Xiaomi,2
 Pichincha ( Quito ) ,950,Xiaomi,1
Pichincha(Quito),299.99,Sony Xperia,3
No especifica,185,Huawei,0
Pichincha(Quito),560,iPhone,4
Pichincha(Quito),176,Samsung,4
Guayas,184,Samsung,3
Azuay,130,Samsung,7
Guayas,635,Samsung,2
No especifica,700,iPhone,0
No especifica,360,Otro,23
Azuay,250,Huawei,3
Manabí,339,Xiaomi,2
Pichincha(Quito),340,iPhone,2
Manabí,340,iPhone,2
Pichincha(Quito),449,Xiaomi,2
Pichincha(Quito),144.99,Samsung,93
Pichincha(Quito),370,Otro,7
No especifica,700,iPhone,10
Pichincha(Quito),157,Samsung,3
Pichincha(Quito),129,Otro,49
ElOro,255,Samsung,20
Azuay,259,Huawei,17
Guayas,250,Otro,5
Pichincha(Quito),380,Huawei,4
Pichincha(Quito),525,Samsung,3
Pichincha(Quito),950,Huawei,3
Guayas,655,Huawei,3
Pichincha(Quito),485,Huawei,33
Guayas,355,Xiaomi,6
Pichincha(Quito),440,Samsung,7
Guayas,395,iPhone,16
Pichincha(Quito),470,Xiaomi,5
Manabí,388,Samsung,6
Guayas,340,Sony Xperia,5
Azuay,550,Samsung,10
Guayas,829.98,iPhone,21
No especifica,200,Xiaomi,6
Guayas,315,Sony Xperia,3
Pichincha(Quito),210,Motorola,39
Pichincha(Quito),395,Samsung,3
Guayas,185,Otro,6
No especifica,198,Motorola,0
Guayas,379,Samsung,2
Imbabura,265,Motorola,4
Guayas,700,Otro,2
Pichincha(Quito),295,Samsung,2
Pichincha(Quito),385,Samsung,4
 Guayas ,519,Huawei,1
No especifica,650,iPhone,0
Guayas,300,Huawei,15
No especifica,340,Otro,16
Guayas,244,Huawei,2
No especifica,275,Samsung,4
No especifica,230,Samsung,11
No especifica,750,Samsung,0
Azuay,770,Samsung,4
Pichincha(Quito),209.99,Huawei,2
Pichincha(Quito),230,Samsung,21
Guayas,689,iPhone,65
Pichincha(Quito),239,iPhone,3
No especifica,299.99,Motorola,106
Manabí,399,Samsung,3
Guayas,370,iPhone,18
No especifica,700,Otro,2
Pichincha(Quito),249.99,Sony Xperia,32
Guayas,106,Huawei,7
Pichincha(Quito),850,Otro,7
Guayas,219,Xiaomi,13
Pichincha(Quito),379,Xiaomi,2
Pichincha(Quito),420,Otro,10
Pichincha(Quito),179.99,Samsung,9
Azuay,199,Samsung,3
Manabí,188,Xiaomi,3
Guayas,550,Huawei,2
No especifica,309,Otro,3
Pichincha(Quito),260,Huawei,11
Pichincha(Quito),355,Xiaomi,3
Manabí,355,Xiaomi,3
Pichincha(Quito),629.99,iPhone,3
Guayas,269,Samsung,46
No especifica,200,Xiaomi,7
Pichincha(Quito),249,Samsung,3
No especifica,469,Otro,7
Pichincha(Quito),210,Motorola,39
Pichincha(Quito),859.99,iPhone,3
Imbabura,330,Samsung,2
Guayas,285,Xiaomi,3
No especifica,400,Huawei,12
 Guayas ,739,Samsung,1
Guayas,840,iPhone,2
Pichincha(Quito),435,Otro,2
Manabí,288,Huawei,3
 Pichincha ( Quito ) ,779.99,iPhone,1
Loja,285,Xiaomi,2
Guayas,208,Sony Xperia,4
Guayas,245,Samsung,6
Pichincha(Quito),249.99,Samsung,7
Pichincha(Quito),230,Huawei,2
No especifica,650,iPhone,0
No especifica,439.99,Samsung,497
Pichincha(Quito),109.9,Huawei,8
ElOro,240,Xiaomi,19
Manabí,184,Samsung,3
Pichincha(Quito),184,Samsung,3
Guayas,360,Samsung,4
Pichincha(Quito),999.99,Otro,2
Guayas,308,iPhone,2
Pichincha(Quito),530,Xiaomi,2
Pichincha(Quito),730,Samsung,2
Pichincha(Quito),160,Xiaomi,4
 Pichincha ( Quito ) ,865,Samsung,1
Guayas,379,Xiaomi,5
Guayas,165,Huawei,19
Pichincha(Quito),285,Sony Xperia,2
Pichincha(Quito),245,Samsung,2
No especifica,198,Motorola,0
Esmeraldas,300,Huawei,15
Guayas,515,Xiaomi,2
Manabí,328,iPhone,2
No especifica,219,iPhone,0
No especifica,350,Samsung,8
 Pichincha ( Quito ) ,920,Samsung,1
 Pichincha ( Quito ) ,855,Otro,1
Pichincha(Quito),369,Otro,9
Guayas,760,Samsung,4
Pichincha(Quito),448,Otro,334
Pichincha(Quito),449,Xiaomi,10
Manabí,223,Xiaomi,3
Guayas,144,Samsung,15
ElOro,240,Xiaomi,19
 Guayas ,470,Sony Xperia,1
Pichincha(Quito),288,iPhone,3
ElOro,295,Samsung,7
Pichincha(Quito),450,Otro,12
Pichincha(Quito),299.99,Huawei,2
Pichincha(Quito),430,Sony Xperia,2
Guayas,191,Huawei,3
Guayas,188,Xiaomi,2
Pichincha(Quito),615,Samsung,5
No especifica,400,Samsung,13
Guayas,289.99,Huawei,6
Pichincha(Quito),173.99,Samsung,7
Pichincha(Quito),629.99,iPhone,13
Guayas,214,Xiaomi,14
Pichincha(Quito),530,Sony Xperia,9
Pichincha(Quito),349,Samsung,38
Pichincha(Quito),899.99,iPhone,2
Guayas,235,Xiaomi,10
Pichincha(Quito),280,Otro,23
Guayas,399,Sony Xperia,7
Guayas,244.99,Huawei,10
Guayas,245,Samsung,2
No especifica,650,iPhone,0
Loja,573,Otro,2
Tungurahua,270,Otro,7
Guayas,518,Samsung,2
No especifica,370,Xiaomi,2
Pichincha(Quito),575,Xiaomi,3
 Guayas ,788,iPhone,1
No especifica,580,Otro,1
Manabí,219,Samsung,5
Pichincha(Quito),219,Samsung,2
Guayas,328,iPhone,2
Manabí,219,Samsung,3
 Guayas ,310,Samsung,1
Azuay,760,Samsung,5
Azuay,520,Samsung,5
Azuay,659.99,Otro,10
Pichincha(Quito),139.99,Samsung,9
Pichincha(Quito),699,Samsung,5
ElOro,295,Otro,3
No especifica,770,Samsung,1
Pichincha(Quito),139,Otro,2
Pichincha(Quito),399,Otro,19
Guayas,208,Sony Xperia,2
Guayas,315,Sony Xperia,14
Guayas,380,iPhone,3
Manabí,289,Xiaomi,8
Guayas,600,Otro,2
Manabí,244,Samsung,2
 Azuay ,200,Samsung,1
Guayas,239,iPhone,5
Guayas,235,Huawei,3
Manabí,144,Samsung,7
Pichincha(Quito),184,Xiaomi,2
Loja,320,Xiaomi,21
Guayas,365,Xiaomi,2
Manabí,188,Xiaomi,3
No especifica,250,Otro,0
Azuay,230,Xiaomi,10
Guayas,630,iPhone,2
Guayas,299.99,Samsung,3
Pichincha(Quito),685,Otro,2
Guayas,830,Huawei,28
ElOro,200,Huawei,7
Pichincha(Quito),283,Otro,2
Pichincha(Quito),655,Huawei,4
Guayas,199.99,Xiaomi,40
Pichincha(Quito),174,Xiaomi,73
Guayas,625,iPhone,28
Pichincha(Quito),855,Otro,2
Guayas,770,Huawei,2
No especifica,549,Sony Xperia,8
Pichincha(Quito),129,Otro,36
No especifica,520,Xiaomi,40
Pichincha(Quito),685,iPhone,3
No especifica,430,Samsung,0
No especifica,290,Huawei,10
Manabí,144,Samsung,3
No especifica,290,iPhone,14
ElOro,295,Otro,3
No especifica,835,iPhone,0
Pichincha(Quito),315,Otro,4
Pichincha(Quito),269,Samsung,116
Pichincha(Quito),535,Otro,9
Manabí,185,Xiaomi,2
No especifica,200,Sony Xperia,130
Guayas,450,Otro,28
Pichincha(Quito),144,Samsung,10
 El Oro ,720,iPhone,1
Guayas,184,Xiaomi,7
Pichincha(Quito),189,Xiaomi,2
Guayas,450,Otro,51
 Guayas ,640,Samsung,1
Manabí,112,Xiaomi,4
 Pichincha ( Quito ) ,655,Samsung,1
Guayas,440,Samsung,2
Pichincha(Quito),209.99,iPhone,3
 Guayas ,399,Xiaomi,1
No especifica,198,Motorola,0
Loja,315,Samsung,2
Imbabura,315,Xiaomi,2
Guayas,310,Samsung,2
Pichincha(Quito),109,Samsung,14
Pichincha(Quito),179.99,Samsung,9
Pichincha(Quito),180,Samsung,122
Guayas,319,Huawei,46
Pichincha(Quito),299.99,Motorola,5
Pichincha(Quito),515,Xiaomi,5
 Pichincha ( Quito ) ,710,Xiaomi,1
Guayas,142,Xiaomi,14
 Pichincha ( Quito ) ,288,iPhone,1
Guayas,249.99,Sony Xperia,4
 Guayas ,208,Sony Xperia,1
Manabí,209,Samsung,180
Manabí,239,iPhone,4
Imbabura,395,Xiaomi,5
 Guayas ,440,Xiaomi,1
No especifica,600,iPhone,1
 Chimborazo ,999,iPhone,1
 Pichincha ( Quito ) ,750,Samsung,1
Pichincha(Quito),730,Samsung,2
Guayas,890,Huawei,2
Pichincha(Quito),590,Sony Xperia,21
Pichincha(Quito),184,Xiaomi,13
 Guayas ,399,Otro,1
 Pichincha ( Quito ) ,965,iPhone,1
Manabí,234,Huawei,15
Manabí,154.99,Samsung,3
Guayas,234,Xiaomi,37
No especifica,430,Samsung,0
No especifica,180,iPhone,0
 Pichincha ( Quito ) ,365,Xiaomi,1
No especifica,800,Otro,67
Manabí,155,Sony Xperia,6
Pichincha(Quito),480,Samsung,6
 Manabí ,518,Samsung,1
Pichincha(Quito),179.99,Motorola,114
No especifica,125,iPhone,0
 Pichincha ( Quito ) ,470,Sony Xperia,1
Manabí,128,Huawei,2
Pichincha(Quito),245,Samsung,2
Guayas,205,Xiaomi,88
Pichincha(Quito),559.99,iPhone,4
Guayas,170,Xiaomi,2
No especifica,689,iPhone,2
Pichincha(Quito),388,Xiaomi,8
Manabí,209,Huawei,3
Pichincha(Quito),198,Motorola,16
Pichincha(Quito),395,Otro,4
 Azuay ,430,Samsung,1
Pichincha(Quito),174,Xiaomi,116
 Azuay ,745,Samsung,1
Pichincha(Quito),445,Huawei,3
Pichincha(Quito),580,Otro,3
Guayas,580,Otro,2
Pichincha(Quito),899.99,Huawei,6
MoronaSantiago,899,iPhone,4
Pichincha(Quito),380,Samsung,19
Pichincha(Quito),630,Otro,2
 Azuay ,290,Samsung,1
ElOro,295,Otro,3
Pichincha(Quito),155,Sony Xperia,28
Pichincha(Quito),142,Xiaomi,24
Guayas,144,Xiaomi,2
Pichincha(Quito),219,Huawei,2
Manabí,185,Otro,2
No especifica,750,iPhone,0
Guayas,499,Xiaomi,9
No especifica,600,Otro,0
Pichincha(Quito),585,Xiaomi,32
 Pichincha ( Quito ) ,394.99,Samsung,1
 Pichincha ( Quito ) ,518,Samsung,1
Pichincha(Quito),365,Samsung,13
 Manabí ,515,Xiaomi,1
No especifica,140,iPhone,0
Pichincha(Quito),730,Huawei,10
Pichincha(Quito),499.99,Sony Xperia,25
Azuay,665,Samsung,2
Pichincha(Quito),245,Otro,87
Esmeraldas,300,Huawei,15
Pichincha(Quito),160,Huawei,13
No especifica,500,iPhone,0
Guayas,280,Xiaomi,2
No especifica,320,iPhone,0
Azuay,550,Samsung,2
Pichincha(Quito),385,Sony Xperia,13
 Pichincha ( Quito ) ,245,Xiaomi,1
Guayas,149,Huawei,4
Pichincha(Quito),179.99,Motorola,114
Pichincha(Quito),770,Huawei,15
Pichincha(Quito),205,Xiaomi,231
Guayas,449,Xiaomi,3
Guayas,245,Samsung,4
 Azuay ,425,Samsung,1
Pichincha(Quito),219,Huawei,2
No especifica,550,iPhone,3
Esmeraldas,280,Samsung,5
Guayas,195,Xiaomi,4
No especifica,419,Otro,4
Guayas,470,Sony Xperia,172
Esmeraldas,280,Samsung,5
 Azuay ,889,Samsung,1
Azuay,210,Xiaomi,3
Pichincha(Quito),169,Xiaomi,43
Pichincha(Quito),155,Huawei,3
Pichincha(Quito),689,iPhone,8
Pichincha(Quito),940,Otro,4
ElOro,600,Samsung,2
Pichincha(Quito),390,Sony Xperia,4
Azuay,129,Xiaomi,4
Manabí,299,Samsung,6
Pichincha(Quito),290,Otro,3
Pichincha(Quito),188,Xiaomi,10
Pichincha(Quito),214,Xiaomi,345
Pichincha(Quito),800,Otro,3
No especifica,369,Otro,100
 Pichincha ( Quito ) ,450,Xiaomi,1
 Pichincha ( Quito ) ,825,Xiaomi,1
No especifica,599,Otro,0
ElOro,260,Huawei,6
Pichincha(Quito),355,Xiaomi,2
Manabí,109,Samsung,3
Pichincha(Quito),110,Xiaomi,3
Pichincha(Quito),865,Samsung,3
Pichincha(Quito),725,Samsung,3
Pichincha(Quito),699.99,Sony Xperia,22
Pichincha(Quito),498,Xiaomi,359
 Pichincha ( Quito ) ,649.99,iPhone,1
ElOro,295,Otro,3
Pichincha(Quito),635,Xiaomi,2
Esmeraldas,250,Huawei,10
Pichincha(Quito),450,Xiaomi,19
 Guayas ,349,iPhone,1
No especifica,340,iPhone,0
No especifica,780,iPhone,2
Pichincha(Quito),475,Samsung,9
Azuay,210,Samsung,14
Pichincha(Quito),109,Huawei,4
Pichincha(Quito),310,Huawei,906
No especifica,198,Motorola,0
Pichincha(Quito),499,Samsung,11
 Pichincha ( Quito ) ,549.99,Samsung,1
 Guayas ,195,Huawei,1
Pichincha(Quito),465,Otro,2
Imbabura,145,Samsung,5
Pichincha(Quito),225,Huawei,13
Guayas,244,Samsung,4
Pichincha(Quito),210,Motorola,39
 Manabí ,425,Motorola,1
Pichincha(Quito),185,Otro,167
No especifica,420,iPhone,0
Pichincha(Quito),720,Huawei,3
Manabí,184.99,Samsung,3
 Manabí ,888,iPhone,1
ElOro,420,Otro,2
Guayas,375,Sony Xperia,7
Guayas,560,iPhone,7
Pichincha(Quito),649.95,iPhone,15
Pichincha(Quito),128,Otro,2
 Pichincha ( Quito ) ,640,Samsung,1
Pichincha(Quito),214.99,Huawei,3
Pichincha(Quito),780,Otro,4
 Pichincha ( Quito ) ,790,Otro,1
 Pichincha ( Quito ) ,785,Samsung,1
 Azuay ,550,Samsung,1
ElOro,240,Xiaomi,19
Guayas,175,Xiaomi,2
Tungurahua,305,Samsung,2
Pichincha(Quito),870,Otro,4
 Guayas ,344.99,Xiaomi,1
Guayas,365,Samsung,17
Pichincha(Quito),499.99,Otro,20
No especifica,480,iPhone,0
Manabí,499,Samsung,3
 Pichincha ( Quito ) ,665,Samsung,1
No especifica,500,iPhone,1
No especifica,129,Sony Xperia,0
No especifica,499,Huawei,5
ElOro,200,Huawei,7
No especifica,360,Samsung,0
Guayas,155,Samsung,2
No especifica,240,Xiaomi,11
No especifica,240,Xiaomi,39
No especifica,289,Sony Xperia,88
No especifica,390,Samsung,0
Guayas,624.99,Samsung,137
Manabí,198,Motorola,3
 Pichincha ( Quito ) ,189.99,Xiaomi,1
 Pichincha ( Quito ) ,395,Xiaomi,1
 Manabí ,729,iPhone,1
Pichincha(Quito),430,Xiaomi,2
 Pichincha ( Quito ) ,420,Samsung,1
Azuay,305,Huawei,13
Manabí,219,Xiaomi,2
No especifica,199.99,iPhone,0
Pichincha(Quito),295,Xiaomi,2
Guayas,295,Huawei,2
 Pichincha ( Quito ) ,295,Samsung,1
Pichincha(Quito),170,Samsung,2
Pichincha(Quito),345,Otro,4
No especifica,300,Otro,0
Pichincha(Quito),229,Huawei,10
No especifica,450,Otro,17
ElOro,190,Samsung,19
Pichincha(Quito),690,Otro,3
No especifica,450,iPhone,0
 Pichincha ( Quito ) ,645,Huawei,1
 Pichincha ( Quito ) ,645,Huawei,1
Pichincha(Quito),630,Otro,13
Guayas,400,Otro,12
Pichincha(Quito),180,Samsung,122
Azuay,340,Otro,2
 Guayas ,190,Samsung,1
Tungurahua,330,Huawei,2
No especifica,380,iPhone,0
 Pichincha ( Quito ) ,205,Xiaomi,1
 Manabí ,360,Otro,1
 Pichincha ( Quito ) ,244.99,Samsung,1
